MSSV,MaHocPhan,HocPhan,TinChi,NhomHoc,Khoa,GPA_TichLuy,TinChiTichLuy,DiemQuaTrinh,ChuyenCan,TruyCapLMS,TyLeNopDungHan,DiemRenLuyen,GioTuHoc,DiemCuoiKy,NguyCo
SV20211266,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,67,8.5,85.1,4,86.3,64,6.2,8.6,0
SV20211266,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,67,6.3,60.4,13,74.5,82,5.9,3.4,1
SV20211266,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,67,8.2,84.0,9,93.6,73,4.4,7.3,0
SV20211266,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,67,7.6,88.9,8,61.6,65,1.0,7.4,0
SV20211267,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.9,73,7.6,99.0,12,100.0,84,8.5,5.7,0
SV20211267,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.9,73,7.5,76.1,15,84.2,72,4.1,4.8,1
SV20211267,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.9,73,9.0,91.9,13,99.6,88,6.1,8.7,0
SV20211267,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.9,73,8.5,82.5,9,90.5,72,6.7,8.3,0
SV20211268,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.5,132,9.7,88.1,22,100.0,89,11.1,8.6,0
SV20211268,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.5,132,10.0,100.0,16,91.5,94,11.0,9.4,0
SV20211268,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.5,132,9.5,100.0,15,94.8,70,11.8,10.0,0
SV20211268,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.5,132,10.0,95.4,21,100.0,73,8.1,7.1,0
SV20211269,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.8,91,7.2,97.7,12,94.6,70,7.6,7.1,0
SV20211269,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.8,91,9.0,83.2,16,87.8,79,7.5,7.0,0
SV20211269,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.8,91,7.6,89.0,10,84.5,93,6.6,9.7,0
SV20211269,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.8,91,8.3,77.1,19,84.3,97,8.2,8.0,0
SV20211270,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.1,66,6.0,72.0,5,79.8,60,5.7,5.7,0
SV20211270,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.1,66,4.9,66.6,7,84.2,73,6.8,4.7,1
SV20211270,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.1,66,7.0,83.3,2,79.8,57,1.2,5.6,0
SV20211270,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.1,66,5.6,78.2,4,85.5,72,5.2,4.9,1
SV20211271,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,3.1,78,6.7,81.3,10,90.4,87,8.5,5.4,0
SV20211271,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,3.1,78,7.3,99.7,22,97.9,72,4.9,6.4,0
SV20211271,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,3.1,78,9.1,80.1,18,93.3,81,8.1,8.8,0
SV20211271,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,3.1,78,8.4,86.9,14,83.6,83,7.0,7.9,0
SV20211272,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.4,55,6.6,76.4,12,100.0,68,4.6,6.4,0
SV20211272,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.4,55,7.8,82.7,9,65.4,70,4.4,6.5,0
SV20211272,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.4,55,6.9,68.1,12,82.9,73,7.7,6.3,0
SV20211272,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.4,55,6.1,73.2,7,69.9,84,5.2,5.0,0
SV20211273,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.2,103,9.1,95.4,3,73.7,76,9.8,5.9,0
SV20211273,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.2,103,6.8,81.9,16,67.0,68,9.9,6.5,0
SV20211273,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.2,103,8.8,96.7,7,84.0,82,9.7,8.7,0
SV20211273,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.2,103,8.2,85.0,18,91.5,69,7.9,6.2,0
SV20211274,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.2,89,6.4,71.1,14,89.9,76,4.4,5.0,0
SV20211274,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.2,89,7.0,75.4,7,70.7,76,2.9,5.9,0
SV20211274,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.2,89,7.5,85.7,13,77.6,72,8.0,6.8,0
SV20211274,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.2,89,7.8,80.3,3,83.5,79,8.8,6.2,0
SV20211275,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,1.9,66,4.7,76.2,9,69.3,68,4.7,5.3,0
SV20211275,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,1.9,66,6.2,96.5,11,74.4,81,3.6,5.1,0
SV20211275,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,1.9,66,5.7,82.6,5,64.0,60,6.1,5.3,0
SV20211275,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,1.9,66,6.0,60.9,1,85.3,83,3.3,6.0,0
SV20211276,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.0,56,6.9,80.3,16,92.6,85,5.9,6.8,0
SV20211276,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.0,56,7.1,95.7,16,84.7,74,6.9,6.4,0
SV20211276,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.0,56,8.8,82.9,7,76.9,74,8.1,7.8,0
SV20211276,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.0,56,7.0,88.9,16,84.8,73,7.2,7.1,0
SV20211277,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.2,104,7.3,98.6,10,100.0,71,8.8,5.6,0
SV20211277,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.2,104,8.2,84.7,12,74.2,76,8.1,7.0,0
SV20211277,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.2,104,9.9,86.3,17,87.3,95,9.1,10.0,0
SV20211277,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.2,104,7.8,82.6,11,89.4,79,7.2,6.0,0
SV20211278,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.0,57,5.1,79.8,8,80.1,76,2.9,4.8,1
SV20211278,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.0,57,4.8,64.1,1,68.1,58,5.7,5.1,0
SV20211278,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.0,57,6.7,71.6,4,89.4,56,3.3,5.0,0
SV20211278,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.0,57,7.7,94.8,8,70.5,59,4.7,6.0,0
SV20211279,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.9,79,7.6,86.8,11,97.8,72,6.9,6.0,0
SV20211279,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.9,79,7.2,82.9,10,68.7,71,5.8,6.0,0
SV20211279,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.9,79,8.2,100.0,10,68.0,82,7.7,7.2,0
SV20211279,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.9,79,8.6,100.0,15,74.6,69,9.9,8.1,0
SV20211280,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,50,6.8,78.0,5,68.0,74,4.7,6.8,0
SV20211280,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,50,7.8,86.4,7,85.9,66,3.0,6.8,0
SV20211280,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,50,7.1,65.2,12,79.8,76,5.0,6.5,0
SV20211280,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,50,6.3,73.8,6,65.2,77,9.2,7.3,0
SV20211281,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.6,115,7.8,94.0,16,100.0,79,8.7,8.7,0
SV20211281,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.6,115,8.1,94.1,24,85.7,83,8.4,5.9,0
SV20211281,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.6,115,9.4,100.0,13,100.0,92,8.4,6.9,0
SV20211281,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.6,115,8.9,99.8,13,84.9,82,14.5,8.1,0
SV20211282,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.5,93,8.0,77.3,8,83.3,66,3.0,5.1,0
SV20211282,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.5,93,7.3,76.4,12,74.9,78,3.7,5.9,0
SV20211282,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.5,93,7.2,79.1,8,85.6,89,7.7,7.5,0
SV20211282,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.5,93,6.6,89.6,12,85.2,72,6.4,5.5,0
SV20211283,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.8,113,9.4,97.1,10,100.0,76,8.3,8.0,0
SV20211283,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.8,113,8.3,96.1,17,100.0,85,9.5,7.4,0
SV20211283,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.8,113,9.6,96.1,10,100.0,84,8.0,8.9,0
SV20211283,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.8,113,10.0,99.5,10,85.2,89,11.4,8.3,0
SV20211284,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.7,90,7.6,75.1,12,100.0,74,3.7,7.2,0
SV20211284,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.7,90,7.6,95.5,14,81.6,69,6.6,5.9,0
SV20211284,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.7,90,7.1,81.1,9,82.5,69,8.9,6.4,0
SV20211284,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.7,90,6.5,100.0,13,85.8,76,3.9,7.1,0
SV20211285,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.0,103,7.9,69.8,19,77.9,85,8.4,8.3,0
SV20211285,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.0,103,8.9,94.5,12,82.3,82,7.4,7.4,0
SV20211285,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.0,103,8.0,93.3,10,91.2,73,4.8,7.3,0
SV20211285,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.0,103,9.0,100.0,14,99.2,94,8.0,8.5,0
SV20211286,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.8,68,6.4,77.1,10,72.8,72,7.0,6.0,0
SV20211286,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.8,68,7.6,71.9,18,75.3,74,6.2,5.9,0
SV20211286,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.8,68,6.5,81.9,15,80.7,89,5.7,6.3,0
SV20211286,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.8,68,6.9,71.0,12,85.5,67,7.7,7.6,0
SV20211287,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,3.1,102,9.5,100.0,12,89.0,92,6.7,7.8,0
SV20211287,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,3.1,102,8.9,91.5,15,100.0,82,9.5,8.0,0
SV20211287,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,3.1,102,8.5,100.0,18,82.9,85,9.2,9.1,0
SV20211287,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,3.1,102,8.5,92.2,14,88.0,83,9.2,8.6,0
SV20211288,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.8,56,6.1,90.1,4,86.2,75,4.8,6.4,0
SV20211288,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.8,56,7.3,80.9,7,76.8,66,5.1,7.6,0
SV20211288,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.8,56,7.2,71.5,11,66.4,64,4.2,6.9,0
SV20211288,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.8,56,6.4,78.5,10,91.4,56,3.5,3.6,1
SV20211289,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.0,93,6.6,97.4,10,78.2,78,7.3,6.2,0
SV20211289,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.0,93,7.7,88.2,14,84.7,85,9.0,6.1,0
SV20211289,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.0,93,8.5,72.7,8,81.8,76,7.9,7.8,0
SV20211289,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.0,93,8.6,70.9,11,86.4,89,6.2,6.5,0
SV20211290,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.2,116,8.9,100.0,10,90.4,80,11.2,9.4,0
SV20211290,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.2,116,7.9,89.5,17,92.3,80,10.3,7.8,0
SV20211290,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.2,116,8.5,100.0,16,96.6,85,8.6,6.6,0
SV20211290,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.2,116,9.0,96.3,23,79.0,83,10.0,8.1,0
SV20211291,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.6,83,6.9,75.5,6,74.7,72,9.0,6.4,0
SV20211291,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.6,83,7.6,73.9,15,80.7,74,2.9,7.7,0
SV20211291,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.6,83,6.9,76.4,5,79.1,78,7.5,5.1,0
SV20211291,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.6,83,6.0,75.3,5,70.0,58,3.1,5.2,0
SV20211292,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.6,68,6.7,92.2,13,90.5,75,6.1,5.7,0
SV20211292,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.6,68,6.3,68.6,5,63.8,69,4.7,5.8,0
SV20211292,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.6,68,6.8,68.9,7,72.7,67,6.0,7.7,0
SV20211292,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.6,68,5.9,67.9,8,78.5,64,7.6,4.8,1
SV20211293,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.4,61,7.0,78.2,10,70.3,64,7.6,6.0,0
SV20211293,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.4,61,5.4,83.6,5,64.3,73,7.1,5.8,0
SV20211293,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.4,61,7.6,76.2,5,85.9,54,7.0,8.0,0
SV20211293,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.4,61,3.1,60.7,17,70.5,65,5.3,3.8,1
SV20211294,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,3.0,107,7.8,94.9,14,88.6,74,8.5,6.6,0
SV20211294,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,3.0,107,10.0,89.8,16,87.0,78,9.5,8.3,0
SV20211294,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,3.0,107,8.2,100.0,11,95.9,76,6.7,7.0,0
SV20211294,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,3.0,107,8.1,77.3,8,84.7,87,11.9,7.2,0
SV20211295,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.1,52,5.2,86.7,10,69.5,77,4.9,5.5,0
SV20211295,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.1,52,7.4,91.7,13,88.3,72,6.5,6.1,0
SV20211295,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.1,52,7.6,75.2,11,57.0,68,9.0,8.5,0
SV20211295,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.1,52,6.5,70.7,7,95.4,64,8.6,6.7,0
SV20211296,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.7,58,5.7,80.4,11,79.1,64,5.8,4.3,1
SV20211296,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.7,58,5.2,88.1,9,100.0,77,5.3,4.7,1
SV20211296,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.7,58,8.4,79.0,7,71.6,66,4.8,9.8,0
SV20211296,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.7,58,6.4,88.9,3,92.5,71,6.2,5.7,0
SV20211297,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.4,105,7.7,74.3,19,90.8,87,7.0,5.9,0
SV20211297,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.4,105,6.9,98.7,14,87.9,79,7.7,6.7,0
SV20211297,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.4,105,9.3,95.5,14,92.9,80,8.7,6.3,0
SV20211297,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.4,105,8.1,81.9,10,85.7,67,7.3,8.3,0
SV20211298,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.7,58,6.7,91.9,10,89.8,80,6.2,6.0,0
SV20211298,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.7,58,6.3,87.1,3,89.5,87,3.2,4.6,1
SV20211298,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.7,58,7.0,81.3,14,82.9,73,4.1,7.3,0
SV20211298,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.7,58,6.6,71.3,11,79.9,74,6.7,7.6,0
SV20211299,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.5,51,6.3,77.8,3,94.6,80,3.3,4.7,1
SV20211299,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.5,51,6.1,67.7,14,81.0,62,4.0,6.0,0
SV20211299,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.5,51,5.9,85.2,9,75.0,72,2.7,6.5,0
SV20211299,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.5,51,5.1,71.0,10,69.6,70,6.5,5.7,0
SV20211300,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kỹ thuật dữ liệu,2.7,77,7.8,96.8,4,100.0,76,8.1,6.3,0
SV20211300,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kỹ thuật dữ liệu,2.7,77,6.8,91.6,16,80.5,86,8.3,5.4,0
SV20211300,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kỹ thuật dữ liệu,2.7,77,7.8,90.0,14,87.1,59,7.6,8.4,0
SV20211300,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kỹ thuật dữ liệu,2.7,77,7.8,88.6,11,90.8,64,7.0,9.2,0
SV20211301,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.3,89,6.3,79.7,13,77.0,78,5.1,6.7,0
SV20211301,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.3,89,6.7,96.1,2,66.1,75,4.7,4.3,1
SV20211301,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.3,89,7.2,83.6,6,76.9,68,6.1,8.3,0
SV20211301,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.3,89,6.7,72.8,17,77.2,69,6.6,6.1,0
SV20211302,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,34,6.5,81.2,13,86.4,70,4.3,4.7,1
SV20211302,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,34,5.5,70.8,9,78.8,61,7.3,4.8,1
SV20211302,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,34,7.5,83.4,5,83.8,64,5.8,7.7,0
SV20211302,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,34,5.7,81.9,1,56.3,76,6.0,5.9,0
SV20211303,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.8,58,6.9,72.9,14,93.7,83,9.2,5.7,0
SV20211303,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.8,58,8.2,100.0,8,87.3,83,6.6,7.9,0
SV20211303,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.8,58,8.7,79.2,8,82.7,82,6.5,8.5,0
SV20211303,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.8,58,6.5,75.1,17,73.6,66,6.5,7.7,0
SV20211304,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,62,7.8,94.2,4,86.3,72,7.7,6.6,0
SV20211304,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,62,5.5,87.5,16,76.2,68,6.8,5.1,0
SV20211304,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,62,6.3,61.6,1,93.2,80,4.5,7.2,0
SV20211304,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,62,6.8,82.5,4,70.3,72,6.4,6.3,0
SV20211305,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.1,35,7.7,82.3,10,86.5,62,3.4,5.7,0
SV20211305,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.1,35,6.9,79.4,7,76.6,60,4.6,7.1,0
SV20211305,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.1,35,7.3,66.5,14,77.9,70,3.6,7.5,0
SV20211305,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.1,35,5.0,81.1,1,62.6,73,6.2,6.5,0
SV20211306,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.5,92,8.1,76.4,13,88.1,77,4.9,6.1,0
SV20211306,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.5,92,6.8,87.6,12,99.3,56,9.5,8.4,0
SV20211306,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.5,92,8.3,76.2,12,79.3,77,10.9,8.0,0
SV20211306,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.5,92,8.6,88.9,5,85.7,88,6.8,6.3,0
SV20211307,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.7,62,6.8,72.3,7,100.0,75,5.7,5.2,0
SV20211307,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.7,62,7.3,86.1,6,79.7,78,5.0,6.4,0
SV20211307,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.7,62,8.8,81.5,5,82.9,68,6.9,9.1,0
SV20211307,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.7,62,7.3,83.8,15,84.8,78,6.9,5.0,0
SV20211308,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.6,85,6.5,65.2,4,83.8,77,6.7,7.4,0
SV20211308,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.6,85,5.7,75.2,6,75.7,63,7.4,5.0,0
SV20211308,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.6,85,8.7,74.8,4,58.2,75,3.7,9.1,0
SV20211308,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.6,85,6.2,89.8,3,71.5,56,7.3,5.4,0
SV20211309,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.2,57,6.4,55.4,9,74.2,50,4.3,6.8,0
