GioiTinh,KhuVucSinhSong,HocVanChaMe,HoanCanhGiaDinh,HocLucNamTruoc,TiLeChuyenCan,GioTuHocMoiTuan,ThamGiaHocThem,OnThiTruoc,ThoiGianMangXaHoi,KetQua
Nam,Nông thôn,Đại học,Trung bình,Khá,99.0,7.5,Không,Đã ôn thi,4.6,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Trung bình,98.9,0.4,Có,Đã ôn thi,1.7,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,79.1,5.3,Không,Không ôn thi,3.2,Trượt
Nam,Nông thôn,Cao đẳng,Trung bình,Khá,84.2,5.8,Có,Không ôn thi,2.3,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Khá,93.9,4.5,Không,Không ôn thi,1.9,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Trung bình,93.3,13.4,Không,Đã ôn thi,3.5,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Khá,100.0,4.2,Không,Không ôn thi,2.4,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,100.0,8.1,Có,Không ôn thi,6.3,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Giỏi,98.1,3.5,Không,Đã ôn thi,5.9,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,100.0,6.9,Không,Không ôn thi,1.5,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,88.8,7.2,Có,Đã ôn thi,2.5,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,79.3,2.0,Không,Đã ôn thi,4.3,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,100.0,16.7,Không,Đã ôn thi,3.1,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,70.7,13.7,Có,Không ôn thi,6.3,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,100.0,3.6,Không,Đã ôn thi,3.5,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,68.9,12.7,Không,Đã ôn thi,0.0,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,84.2,6.7,Không,Đã ôn thi,3.3,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,70.9,13.2,Không,Đã ôn thi,1.0,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Khá,79.4,9.6,Không,Không ôn thi,3.8,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,67.8,14.2,Không,Đã ôn thi,3.3,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,81.1,13.2,Có,Đã ôn thi,4.7,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Yếu,96.0,6.6,Có,Đã ôn thi,3.6,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,88.6,14.4,Có,Đã ôn thi,3.4,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Trung bình,99.7,12.3,Không,Đã ôn thi,3.4,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,94.7,6.7,Không,Đã ôn thi,3.1,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,75.4,1.9,Có,Không ôn thi,1.9,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,86.7,4.1,Có,Đã ôn thi,5.2,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,91.9,6.9,Có,Đã ôn thi,1.5,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Giỏi,64.6,0.0,Không,Đã ôn thi,6.6,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,85.4,14.3,Không,Không ôn thi,1.8,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Giỏi,100.0,6.1,Không,Không ôn thi,4.6,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Trung bình,69.0,5.8,Không,Đã ôn thi,5.1,Trượt
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,69.3,10.7,Không,Đã ôn thi,8.0,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Yếu,85.4,10.3,Có,Đã ôn thi,5.2,Trượt
Nữ,Thành thị,Đại học,Trung bình,Giỏi,95.4,3.7,Không,Đã ôn thi,4.6,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Khá,74.3,6.8,Có,Đã ôn thi,2.6,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Yếu,94.0,6.2,Có,Đã ôn thi,2.0,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,95.8,0.0,Có,Đã ôn thi,2.4,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Trung bình,81.7,11.3,Có,Đã ôn thi,6.2,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,79.0,19.6,Có,Đã ôn thi,0.6,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Giỏi,73.1,2.6,Không,Không ôn thi,2.4,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Khá,79.2,0.0,Không,Không ôn thi,2.0,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,93.9,5.7,Có,Đã ôn thi,1.3,Đỗ
Nữ,Nông thôn,Thạc sĩ,Trung bình,Khá,86.6,10.5,Không,Đã ôn thi,2.9,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Giỏi,67.9,13.3,Có,Đã ôn thi,2.0,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Khá,89.1,6.9,Có,Không ôn thi,0.7,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,70.1,11.0,Không,Không ôn thi,2.5,Trượt
Nữ,Nông thôn,Đại học,Khó khăn,Khá,83.6,10.1,Có,Đã ôn thi,2.0,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,100.0,11.5,Không,Không ôn thi,3.4,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Giỏi,67.3,4.0,Có,Đã ôn thi,2.4,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Khá,78.0,9.9,Không,Đã ôn thi,6.3,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,74.1,0.0,Không,Không ôn thi,3.5,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,86.5,7.1,Có,Không ôn thi,2.6,Đỗ
Nam,Thành thị,Thạc sĩ,Trung bình,Trung bình,100.0,4.8,Không,Không ôn thi,4.3,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,100.0,14.1,Có,Đã ôn thi,4.2,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,75.9,10.1,Không,Không ôn thi,3.2,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,93.7,9.2,Không,Đã ôn thi,4.0,Trượt
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,84.7,11.7,Có,Không ôn thi,2.4,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Giỏi,74.1,12.6,Có,Không ôn thi,1.7,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,82.5,4.7,Có,Đã ôn thi,3.6,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Giỏi,88.4,8.0,Có,Đã ôn thi,2.6,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,80.9,9.0,Có,Đã ôn thi,3.9,Đỗ
Nữ,Thành thị,Thạc sĩ,Khó khăn,Khá,80.4,6.5,Có,Đã ôn thi,4.7,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,100.0,5.3,Có,Không ôn thi,4.4,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Giỏi,100.0,3.7,Có,Đã ôn thi,3.0,Đỗ
Nam,Thành thị,Thạc sĩ,Trung bình,Trung bình,100.0,14.4,Không,Đã ôn thi,5.3,Trượt
Nam,Nông thôn,Thạc sĩ,Trung bình,Khá,77.0,13.0,Có,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,93.5,11.6,Không,Đã ôn thi,5.9,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Trung bình,88.7,16.2,Không,Đã ôn thi,4.7,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,100.0,5.3,Có,Đã ôn thi,2.2,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Khá,85.1,11.7,Có,Đã ôn thi,6.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,92.9,2.4,Có,Không ôn thi,4.4,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Trung bình,66.4,13.1,Có,Không ôn thi,3.3,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Giỏi,81.7,0.4,Có,Đã ôn thi,0.5,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,100.0,13.5,Có,Không ôn thi,6.1,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Khá,80.7,13.5,Không,Không ôn thi,0.0,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,76.8,5.1,Có,Không ôn thi,2.7,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,73.2,10.9,Có,Không ôn thi,2.3,Đỗ
Nam,Thành thị,Đại học,Trung bình,Yếu,91.4,11.1,Không,Đã ôn thi,5.4,Trượt
Nam,Nông thôn,Thạc sĩ,Khó khăn,Khá,89.6,5.2,Không,Đã ôn thi,5.4,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,71.8,7.6,Có,Không ôn thi,3.5,Trượt
Nam,Nông thôn,Thạc sĩ,Khá giả,Trung bình,73.9,12.2,Không,Không ôn thi,5.0,Trượt
Nam,Nông thôn,Đại học,Khá giả,Giỏi,76.1,8.6,Có,Không ôn thi,5.2,Đỗ
Nam,Nông thôn,Thạc sĩ,Trung bình,Giỏi,82.4,3.7,Có,Đã ôn thi,2.3,Đỗ
Nam,Thành thị,Đại học,Trung bình,Giỏi,98.9,3.1,Không,Đã ôn thi,4.0,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Yếu,93.7,3.4,Có,Đã ôn thi,4.6,Trượt
Nam,Thành thị,Thạc sĩ,Trung bình,Yếu,90.4,6.0,Có,Đã ôn thi,4.2,Đỗ
Nữ,Thành thị,Thạc sĩ,Khá giả,Giỏi,94.0,9.6,Có,Đã ôn thi,4.9,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,79.4,5.0,Có,Đã ôn thi,4.2,Trượt
Nữ,Nông thôn,Cao đẳng,Khá giả,Khá,64.1,0.4,Có,Không ôn thi,4.2,Trượt
Nam,Thành thị,Thạc sĩ,Khó khăn,Khá,88.6,9.5,Có,Không ôn thi,2.2,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,82.3,14.4,Không,Không ôn thi,2.4,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,72.7,20.3,Có,Đã ôn thi,2.4,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,77.4,9.6,Không,Đã ôn thi,3.2,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,87.3,19.3,Không,Đã ôn thi,1.2,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Giỏi,75.1,14.9,Không,Đã ôn thi,2.5,Đỗ
Nam,Thành thị,Đại học,Trung bình,Yếu,88.7,7.6,Không,Đã ôn thi,6.2,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,88.7,1.6,Không,Đã ôn thi,5.0,Trượt
Nữ,Thành thị,Thạc sĩ,Khó khăn,Giỏi,96.1,11.2,Có,Đã ôn thi,2.5,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,81.8,5.3,Có,Không ôn thi,1.5,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Giỏi,86.4,18.2,Không,Không ôn thi,3.4,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Yếu,100.0,10.6,Không,Đã ôn thi,3.0,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Giỏi,90.4,3.7,Không,Đã ôn thi,5.9,Đỗ
Nam,Nông thôn,Cao đẳng,Khó khăn,Trung bình,75.0,7.9,Có,Không ôn thi,3.2,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,76.4,10.3,Không,Không ôn thi,2.6,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Giỏi,86.3,14.3,Có,Không ôn thi,3.4,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,74.3,15.5,Có,Đã ôn thi,2.4,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Giỏi,100.0,5.9,Có,Không ôn thi,6.0,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Khá,95.0,10.9,Không,Đã ôn thi,4.4,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Khá,93.2,5.8,Không,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,85.1,10.4,Không,Không ôn thi,2.7,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,75.8,5.6,Không,Đã ôn thi,0.1,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,70.0,5.6,Có,Không ôn thi,3.9,Trượt
Nam,Thành thị,Cao đẳng,Khá giả,Yếu,78.7,0.0,Không,Đã ôn thi,5.0,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,92.1,3.7,Có,Không ôn thi,3.3,Trượt
Nữ,Thành thị,Đại học,Trung bình,Yếu,91.4,16.1,Không,Đã ôn thi,6.2,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,82.4,5.7,Có,Không ôn thi,4.6,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,70.1,9.8,Không,Không ôn thi,2.4,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,82.7,13.6,Không,Không ôn thi,0.0,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Khá,86.3,8.3,Không,Không ôn thi,1.2,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,87.8,14.0,Có,Đã ôn thi,2.8,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,93.2,2.8,Có,Đã ôn thi,3.6,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,79.5,13.0,Có,Đã ôn thi,2.4,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Yếu,55.1,9.0,Không,Đã ôn thi,5.1,Trượt
Nữ,Nông thôn,Thạc sĩ,Trung bình,Yếu,84.1,6.2,Không,Đã ôn thi,8.1,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,97.3,10.2,Không,Đã ôn thi,4.3,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Yếu,90.5,11.9,Có,Không ôn thi,2.6,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,94.3,12.6,Có,Không ôn thi,4.8,Đỗ
Nam,Nông thôn,Cao đẳng,Khó khăn,Khá,59.7,4.7,Có,Đã ôn thi,3.8,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,86.3,10.2,Không,Đã ôn thi,3.7,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,66.0,8.7,Không,Đã ôn thi,4.7,Trượt
Nam,Nông thôn,Đại học,Trung bình,Giỏi,81.8,0.0,Có,Đã ôn thi,3.3,Đỗ
Nam,Thành thị,Thạc sĩ,Khá giả,Trung bình,100.0,17.9,Không,Đã ôn thi,3.2,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,95.9,14.2,Không,Không ôn thi,1.9,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,81.0,2.5,Không,Không ôn thi,0.0,Trượt
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,76.6,14.1,Không,Đã ôn thi,7.1,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,85.5,10.8,Không,Không ôn thi,2.7,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Khá,100.0,4.5,Có,Đã ôn thi,2.0,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Giỏi,98.0,13.8,Không,Đã ôn thi,1.4,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Khá,98.1,7.1,Có,Đã ôn thi,2.3,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,89.9,11.0,Có,Đã ôn thi,1.6,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,79.0,14.8,Có,Đã ôn thi,1.1,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,75.3,6.8,Có,Đã ôn thi,4.4,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Khá,82.4,9.3,Có,Đã ôn thi,3.4,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Khá,83.7,9.4,Không,Đã ôn thi,5.3,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,68.8,0.0,Có,Đã ôn thi,6.1,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,72.7,5.5,Không,Đã ôn thi,4.0,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,68.8,11.8,Không,Không ôn thi,2.2,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,58.4,6.3,Có,Đã ôn thi,3.7,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Yếu,100.0,19.0,Có,Đã ôn thi,2.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,75.4,0.1,Có,Không ôn thi,0.0,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Trung bình,80.7,8.7,Có,Đã ôn thi,1.7,Đỗ
Nam,Nông thôn,Thạc sĩ,Khá giả,Khá,96.8,10.7,Không,Đã ôn thi,3.5,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,95.4,6.8,Không,Đã ôn thi,3.8,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,89.7,5.7,Có,Không ôn thi,1.7,Đỗ
Nữ,Nông thôn,Thạc sĩ,Khá giả,Yếu,86.9,8.9,Có,Đã ôn thi,2.5,Trượt
Nam,Nông thôn,Đại học,Trung bình,Yếu,81.9,16.8,Có,Không ôn thi,1.7,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Trung bình,76.8,9.0,Không,Đã ôn thi,0.8,Trượt
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,85.2,0.9,Có,Đã ôn thi,3.3,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,100.0,10.6,Có,Không ôn thi,5.7,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Giỏi,85.0,8.2,Không,Đã ôn thi,1.8,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Yếu,83.2,6.6,Có,Không ôn thi,3.3,Trượt
Nữ,Thành thị,Đại học,Khó khăn,Trung bình,64.0,13.3,Không,Đã ôn thi,1.4,Trượt
Nam,Thành thị,Đại học,Trung bình,Giỏi,97.2,18.6,Có,Không ôn thi,1.3,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,81.5,10.7,Không,Không ôn thi,2.9,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,80.5,18.6,Không,Đã ôn thi,4.1,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Khá,100.0,6.6,Có,Không ôn thi,4.5,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,75.2,4.5,Không,Đã ôn thi,2.0,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Giỏi,98.2,2.9,Có,Đã ôn thi,2.0,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Khá,100.0,5.1,Không,Không ôn thi,5.9,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,92.2,7.9,Có,Không ôn thi,4.3,Trượt
Nữ,Thành thị,Thạc sĩ,Khá giả,Trung bình,76.6,6.7,Có,Đã ôn thi,3.3,Đỗ
Nam,Thành thị,Thạc sĩ,Trung bình,Trung bình,95.1,12.9,Không,Đã ôn thi,4.7,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Khá,71.8,3.4,Không,Đã ôn thi,2.3,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Yếu,86.4,5.0,Có,Không ôn thi,6.3,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,96.6,12.5,Không,Đã ôn thi,4.0,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,85.8,10.6,Không,Đã ôn thi,5.0,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Yếu,78.2,9.1,Có,Không ôn thi,5.3,Trượt
Nam,Nông thôn,Đại học,Khá giả,Khá,67.9,2.6,Không,Không ôn thi,4.7,Trượt
Nam,Nông thôn,Đại học,Trung bình,Khá,100.0,0.0,Không,Đã ôn thi,6.2,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,79.0,3.1,Không,Đã ôn thi,3.9,Trượt
Nữ,Thành thị,Đại học,Trung bình,Giỏi,98.0,11.0,Có,Đã ôn thi,2.4,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Khá,87.1,6.5,Không,Đã ôn thi,3.6,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Yếu,89.8,10.6,Không,Đã ôn thi,4.2,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Giỏi,67.1,12.4,Không,Đã ôn thi,4.2,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,69.8,0.0,Có,Không ôn thi,3.4,Trượt
Nam,Thành thị,Thạc sĩ,Trung bình,Yếu,100.0,13.4,Có,Đã ôn thi,5.0,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,84.5,5.1,Có,Không ôn thi,1.5,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,83.5,8.7,Có,Đã ôn thi,1.6,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,97.4,4.1,Không,Đã ôn thi,4.3,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,74.2,4.3,Có,Đã ôn thi,3.7,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,77.3,9.7,Không,Đã ôn thi,4.2,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,68.6,12.6,Có,Không ôn thi,2.9,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,84.7,9.7,Không,Đã ôn thi,5.9,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Khá,53.6,15.7,Không,Đã ôn thi,4.8,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,88.6,5.4,Không,Đã ôn thi,3.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,100.0,3.7,Không,Không ôn thi,2.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,73.3,14.9,Không,Không ôn thi,3.6,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,74.8,14.2,Có,Đã ôn thi,4.3,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,86.0,4.9,Có,Không ôn thi,6.6,Trượt
Nam,Thành thị,Cao đẳng,Khó khăn,Trung bình,89.0,9.0,Không,Không ôn thi,0.6,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Yếu,75.8,3.7,Có,Không ôn thi,4.3,Trượt
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,87.5,9.9,Có,Đã ôn thi,1.3,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,77.4,18.7,Có,Đã ôn thi,3.9,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Giỏi,75.4,9.4,Không,Không ôn thi,2.2,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,84.2,9.7,Không,Đã ôn thi,0.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,100.0,6.7,Có,Đã ôn thi,4.0,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Khá,85.9,7.6,Không,Không ôn thi,1.5,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Giỏi,87.3,13.1,Không,Không ôn thi,0.9,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,88.9,12.9,Không,Không ôn thi,4.8,Trượt
Nam,Thành thị,Cao đẳng,Khó khăn,Yếu,100.0,12.8,Có,Không ôn thi,3.6,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,98.8,7.2,Không,Đã ôn thi,2.6,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,82.8,10.6,Không,Không ôn thi,3.2,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,84.8,6.8,Có,Đã ôn thi,4.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Yếu,80.6,10.2,Không,Không ôn thi,3.6,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,72.5,9.5,Có,Không ôn thi,0.6,Trượt
Nữ,Thành thị,Đại học,Khá giả,Giỏi,71.0,8.1,Không,Đã ôn thi,0.9,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Giỏi,81.0,18.4,Có,Đã ôn thi,0.0,Đỗ
Nữ,Nông thôn,Thạc sĩ,Khó khăn,Yếu,67.0,5.0,Có,Không ôn thi,5.0,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,96.6,0.6,Có,Không ôn thi,5.1,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,92.9,10.2,Không,Đã ôn thi,3.1,Trượt
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,68.9,0.0,Có,Đã ôn thi,2.5,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,74.4,7.1,Không,Đã ôn thi,6.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,92.0,7.7,Có,Đã ôn thi,4.2,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Khá,80.2,11.3,Có,Không ôn thi,5.1,Đỗ
